timestamp,open,high,low,close,volume
2021-10-05,148.0,151.0,147.8218,149.46,10881850.0
2021-10-06,148.0,149.46,147.51,148.8,7610726.0
2021-10-07,150.3,153.66,150.26,151.85,7958039.0
2021-10-08,152.22,152.87,150.67,152.48,6333747.0
2021-10-11,151.99,153.59,150.055,150.28,5551181.0
2021-10-12,152.42,153.6,151.3,153.35,7408556.0
2021-10-13,154.32,156.67,153.16,156.3,8457480.0
2021-10-14,158.18,158.46,156.25,157.14,6025600.0
2021-10-15,157.8,158.33,156.56,158.01,5532311.0
2021-10-18,157.31,159.47,155.95,159.43,5765540.0
2021-10-19,159.68,159.93,156.8,157.82,6198206.0
2021-10-20,158.5,158.8,157.325,158.45,4486964.0
2021-10-21,158.45,162.34,158.28,162.18,6121675.0
2021-10-22,162.28,164.62,162.28,163.48,5323021.0
2021-10-25,163.23,164.73,162.66,164.22,3878246.0
2021-10-26,164.82,165.45,163.12,163.79,4711228.0
2021-10-27,163.65,164.06,161.66,162.35,4163853.0
2021-10-28,163.01,164.6,162.81,164.46,3762035.0
2021-10-29,163.06,167.63,163.0,167.29,6740577.0
2021-11-01,167.8,168.8,165.89,166.33,3561056.0
2021-11-02,166.76,168.16,166.11,167.83,4535176.0
2021-11-03,169.0,172.87,168.65,172.5,7176711.0
2021-11-04,172.21,175.63,172.0,175.44,5460077.0
2021-11-05,175.73,179.1,175.495,177.51,5892386.0
2021-11-08,176.35,176.535,170.36,171.85,8301063.0
2021-11-09,171.25,173.925,170.9506,173.82,4107366.0
2021-11-10,171.23,172.17,167.55,168.26,8185208.0
2021-11-11,169.6,169.6,166.63,166.97,4994898.0
2021-11-12,167.5,169.675,167.4,169.09,5090111.0
2021-11-15,169.7,170.358,168.52,168.85,3856824.0
2021-11-16,169.25,174.0,169.25,171.83,4400951.0
2021-11-17,171.6,172.74,170.25,171.74,3940150.0
2021-11-18,172.33,173.4628,170.36,171.35,4044957.0
2021-11-19,172.15,177.2,170.53,174.88,6146405.0
2021-11-22,174.98,177.75,174.23,174.24,5907245.0
2021-11-23,173.05,173.43,170.41,172.15,5302381.0
2021-11-24,168.49,172.43,167.6714,172.03,4637831.0
2021-11-26,168.06,169.68,167.54,168.02,4751087.0
2021-11-29,169.83,171.148,169.23,169.87,5448873.0
2021-11-30,168.79,171.55,167.53,169.24,11033992.0
2021-12-01,170.89,173.37,166.68,166.7,6618636.0
2021-12-02,167.28,170.545,167.0,170.0,4398871.0
2021-12-03,170.62,172.07,166.76,170.24,4878460.0
2021-12-06,170.83,171.2128,168.06,168.91,5636915.0
2021-12-07,171.11,173.345,170.4,171.29,5898723.0
2021-12-08,171.22,171.7899,169.84,170.25,5614587.0
